,subject,feature_shuffle,trialnum,correlation
395,sub05,ling_phone_dis,98,0.004777446006926532
396,sub05,ling_word_target,99,-0.009996569311427447
397,sub05,ling_word_dis,99,0.05883735377450803
398,sub05,ling_phone_target,99,-0.053406904758465136
399,sub05,ling_phone_dis,99,-0.0026037509009128566
400,sub05,ling_word_target,100,0.0015009201143556996
401,sub05,ling_word_dis,100,0.02250378467249292
402,sub05,ling_phone_target,100,0.015069458894644724
403,sub05,ling_phone_dis,100,0.033027157796708645
404,sub05,ling_word_target,101,-0.008548504097287817
405,sub05,ling_word_dis,101,0.03989069993912699
406,sub05,ling_phone_target,101,-0.003033479847186028
407,sub05,ling_phone_dis,101,-0.069610569516451
408,sub05,ling_word_target,102,0.026172308990716046
409,sub05,ling_word_dis,102,0.056185284544504326
410,sub05,ling_phone_target,102,-0.06704723002996218
411,sub05,ling_phone_dis,102,0.06709777355673846
412,sub05,ling_word_target,103,-0.004293164633158535
413,sub05,ling_word_dis,103,-0.043649858299961555
414,sub05,ling_phone_target,103,0.03446432439030494
415,sub05,ling_phone_dis,103,-0.05046218169969665
416,sub05,ling_word_target,104,-0.016232247003868563
417,sub05,ling_word_dis,104,0.08351390662612317
418,sub05,ling_phone_target,104,0.0448962058962365
419,sub05,ling_phone_dis,104,0.05817188915027807
420,sub05,ling_word_target,105,-0.015683813596724595
421,sub05,ling_word_dis,105,-0.013770473910320545
422,sub05,ling_phone_target,105,-0.06423149515237131
423,sub05,ling_phone_dis,105,-0.020849705892065137
424,sub05,ling_word_target,106,-0.0016255493990814799
425,sub05,ling_word_dis,106,0.010209757383656318
426,sub05,ling_phone_target,106,0.01970243417723349
427,sub05,ling_phone_dis,106,-0.019752977246204326
428,sub05,ling_word_target,107,-0.1399219856065625
429,sub05,ling_word_dis,107,-0.1412459178513372
430,sub05,ling_phone_target,107,0.0057070913324025405
431,sub05,ling_phone_dis,107,-0.09139232901038993
432,sub05,ling_word_target,108,-0.07600731501595483
433,sub05,ling_word_dis,108,0.05303925065313738
434,sub05,ling_phone_target,108,0.017570433144203795
435,sub05,ling_phone_dis,108,0.061280192043580727
436,sub05,ling_word_target,109,-0.056758280765173044
437,sub05,ling_word_dis,109,-0.08968024736017764
438,sub05,ling_phone_target,109,0.00037816463410391733
439,sub05,ling_phone_dis,109,0.03085031978283453
440,sub05,ling_word_target,110,-0.06407456874672952
441,sub05,ling_word_dis,110,0.013134896099462506
442,sub05,ling_phone_target,110,0.045677216756657424
443,sub05,ling_phone_dis,110,-0.07342988017104654
444,sub05,ling_word_target,111,-0.06986844356375763
445,sub05,ling_word_dis,111,-0.018729799236909747
446,sub05,ling_phone_target,111,-0.03227878674719885
447,sub05,ling_phone_dis,111,-0.021936051559460584
448,sub05,ling_word_target,112,0.03843582156057777
449,sub05,ling_word_dis,112,0.07023600826099671
450,sub05,ling_phone_target,112,0.059903835327753126
451,sub05,ling_phone_dis,112,0.04041589831968126
452,sub05,ling_word_target,113,0.02133997357123155
453,sub05,ling_word_dis,113,0.04239606142814614
454,sub05,ling_phone_target,113,-0.03855121020820276
455,sub05,ling_phone_dis,113,0.05784055054072058
456,sub05,ling_word_target,114,-0.03988129479355966
457,sub05,ling_word_dis,114,-0.07457442972180992
458,sub05,ling_phone_target,114,0.0013726399457010192
459,sub05,ling_phone_dis,114,0.043874445341657964
460,sub05,ling_word_target,115,-0.07906060376767636
461,sub05,ling_word_dis,115,0.029042383908248804
462,sub05,ling_phone_target,115,0.013777537126247689
463,sub05,ling_phone_dis,115,0.08483030576617816
464,sub05,ling_word_target,116,-0.1470606702362686
465,sub05,ling_word_dis,116,0.0110932913226493
466,sub05,ling_phone_target,116,0.012875801686536062
467,sub05,ling_phone_dis,116,-0.03332479243241563
468,sub05,ling_word_target,117,0.04171839477047184
469,sub05,ling_word_dis,117,0.05118745354199616
470,sub05,ling_phone_target,117,-0.07609527087606434
471,sub05,ling_phone_dis,117,0.06190452018346235
472,sub05,ling_word_target,118,0.014194594259626336
473,sub05,ling_word_dis,118,0.01863677462959333
474,sub05,ling_phone_target,118,0.07002208555248082
475,sub05,ling_phone_dis,118,0.0744232719307405
476,sub05,ling_word_target,119,-0.011505915453540553
477,sub05,ling_word_dis,119,0.11075833909724744
478,sub05,ling_phone_target,119,-0.06824438520214127
479,sub05,ling_phone_dis,119,0.010493673856506666
480,sub05,ling_word_target,120,-0.006532628570432807
481,sub05,ling_word_dis,120,0.05771615476610071
482,sub05,ling_phone_target,120,0.04204265809458921
483,sub05,ling_phone_dis,120,-0.0513572951113113
484,sub05,ling_word_target,121,0.018895132959618546
485,sub05,ling_word_dis,121,0.07933722251289581
486,sub05,ling_phone_target,121,0.0352714509615992
487,sub05,ling_phone_dis,121,0.004274515817867011
488,sub05,ling_word_target,122,-0.004546068622771323
489,sub05,ling_word_dis,122,-0.019257043086710574
490,sub05,ling_phone_target,122,-0.00927303500543216
491,sub05,ling_phone_dis,122,-0.02221171202061665
492,sub05,ling_word_target,123,-0.006553465135817095
493,sub05,ling_word_dis,123,-0.036585980174319625
494,sub05,ling_phone_target,123,-0.022601894245866422
495,sub05,ling_phone_dis,123,0.09641039460204504
496,sub05,ling_word_target,124,0.051778107396194525
497,sub05,ling_word_dis,124,0.08329750810609252
498,sub05,ling_phone_target,124,0.030679468237276374
499,sub05,ling_phone_dis,124,-0.02153251029734935
500,sub05,ling_word_target,125,0.010730290284645842
501,sub05,ling_word_dis,125,0.028464130646146845
502,sub05,ling_phone_target,125,0.006307564186094907
503,sub05,ling_phone_dis,125,0.10800183616526535
504,sub05,ling_word_target,126,0.004400715996063571
505,sub05,ling_word_dis,126,0.06742546371967459
506,sub05,ling_phone_target,126,-0.08424561221192185
507,sub05,ling_phone_dis,126,-0.07159730757876026
508,sub05,ling_word_target,127,0.013620081223541556
509,sub05,ling_word_dis,127,0.052413716052929035
510,sub05,ling_phone_target,127,0.0811795010155793
511,sub05,ling_phone_dis,127,0.08704925558969752
512,sub05,ling_word_target,128,-0.010832568177720948
513,sub05,ling_word_dis,128,0.035429317957353094
514,sub05,ling_phone_target,128,0.053922212431735644
515,sub05,ling_phone_dis,128,0.1128855059252141
516,sub05,ling_word_target,129,-0.007484393680478272
517,sub05,ling_word_dis,129,-0.010895182698657588
518,sub05,ling_phone_target,129,0.03420658118501926
519,sub05,ling_phone_dis,129,-0.050886581465738615
520,sub05,ling_word_target,130,-0.017425541716387872
521,sub05,ling_word_dis,130,-0.10477543741430742
522,sub05,ling_phone_target,130,0.040094688920294656
523,sub05,ling_phone_dis,130,-0.0038936414183601887
524,sub05,ling_word_target,131,0.02768122746370076
525,sub05,ling_word_dis,131,0.03118680653892394
526,sub05,ling_phone_target,131,0.08182517608019371
527,sub05,ling_phone_dis,131,0.016008637094690067
528,sub05,ling_word_target,132,0.04164593519570513
529,sub05,ling_word_dis,132,0.055908187372781776
